Line Id,Date,Name,AFC Revenue (A),Travel Revenue (B),Famoco Revenue (C),QR Online Revenue (D),QR Paper Revenue (E),Static QR Revenue (E1),Whats App QR Revenue (E2),Total Revenue (F) = A + C + D + E + E1 + E2,Parked Vehicle - Cash Revenue (F),Parked Vehicle - Card Revenue (G),Parked Vehicle - Total Revenue (H) = F + G,Pass Sale - Cash Revenue (I),Pass Sale - Card Revenue (J),Pass Sale - Total Revenue (K) = I + J,CL Entry Count (L),QR Entry Count (M),Total Entry Count (N) = L + M,CL Exit Count (O),QR Exit Count (P),Total Exit Count (Q) = O + P,Ridership Count,CSC Qty (R),CST Qty (S),P-CSC (1-day) Qty (T),P-CSC (30-day) Qty (U),Paper Ticket Qty (V),QR Online Qty (W),QR Paper Qty (X),Total Qty (Y) = R + S + T + U + V + W + X
1,28/07/2022,0105-High Court,136239,216775,500,2168,66130,0,0,205037,860,1485,2345,0,0,0,5954,2112,8066,5987,1834,7821,6085,34,241,0,0,5,81,2264,2625
1,28/07/2022,0109-Government Estate,83057,130633,335,2088,43160,0,0,128640,4225,2470,6695,0,250,250,3638,1580,5218,3574,1535,5109,3858,24,412,0,0,2,93,1478,2009
1,28/07/2022,0111-LIC,67408,126864,2400,1920,29780,0,0,101508,1740,445,2185,0,0,0,3534,1062,4596,3965,834,4799,3908,27,0,0,0,5,78,975,1085
1,28/07/2022,0113-Thousand Lights,125766,207342,1500,2576,43140,0,0,172982,410,220,630,0,0,0,6149,1537,7686,6701,1258,7959,6625,36,0,2,0,5,116,1407,1566
1,28/07/2022,0115-AG-DMS,76753,102994,100,1448,22770,0,0,101071,0,0,0,0,1000,1000,2947,762,3709,2987,687,3674,3113,27,159,1,0,1,53,711,952
1,28/07/2022,0117-Teynampet,67145,105104,1300,1456,25900,0,0,95801,0,0,0,0,0,0,2897,888,3785,3398,833,4231,3332,16,0,0,0,3,63,875,957
1,28/07/2022,0119-Nandanam,69979,101432,100,1704,26400,0,0,98183,0,0,0,0,750,750,2896,960,3856,3277,725,4002,3208,37,0,2,0,2,63,889,993
1,28/07/2022,0121-Saidapet,37467,60655,160,1096,21520,0,0,60243,5265,1765,7030,0,0,0,1420,731,2151,1631,630,2261,1604,8,2,2,0,3,45,691,751
1,28/07/2022,0123-Little Mount,70450,77082,220,976,21090,0,0,92736,2910,5625,8535,0,0,0,2518,745,3263,2199,585,2784,2268,17,179,0,0,0,43,692,931
1,28/07/2022,0125-Guindy,113306,199132,400,3744,58720,0,0,176170,4690,8440,13130,0,3000,3000,5666,2017,7683,5303,1933,7236,5539,31,400,3,0,12,146,1863,2455
1,28/07/2022,0129-Nanganallur Road,36694,43396,0,344,11560,0,0,48598,7400,7270,14670,0,0,0,1145,352,1497,1264,306,1570,1188,15,1,0,0,4,10,343,373
1,28/07/2022,0131-Meenambakkam,93403,110628,650,1808,33170,0,0,129031,4050,14195,18245,0,0,0,2992,936,3928,2525,828,3353,2621,21,171,3,0,3,56,895,1149
1,28/07/2022,0133-Chennai International Airport,137318,295528,1000,6024,142118,0,0,286460,10490,13150,23640,0,5250,5250,4537,3861,8398,4982,3736,8718,5002,64,539,12,0,19,162,3720,4516
2,28/07/2022,0201-Puratchi Thalaivar Dr. M.G. Ramachandran Central,215264,409280,4404,6488,152490,0,0,378646,10965,2025,12990,0,7050,7050,10535,5464,15999,9183,7421,16604,10775,87,2439,13,0,38,268,5215,8060
2,28/07/2022,0203-Egmore,58582,108586,1300,2152,53260,0,0,115294,4305,1930,6235,0,10500,10500,1881,1928,3809,2250,2362,4612,2242,15,397,8,0,1,86,1825,2332
2,28/07/2022,0205-Nehru Park,28585,40112,0,544,15490,0,0,44619,1565,3025,4590,0,0,0,1077,545,1622,991,435,1426,1030,10,89,1,0,0,20,521,641
2,28/07/2022,0207-Kilpauk,28722,46899,100,784,14690,0,0,44296,1145,130,1275,0,0,0,1177,540,1717,1268,492,1760,1290,19,93,0,0,4,35,502,653
2,28/07/2022,0209-Pachaiyappas College,45074,41793,0,912,11020,0,0,57006,0,0,0,0,10000,10000,1278,421,1699,1231,381,1612,1267,22,67,0,0,1,26,390,506
2,28/07/2022,0211-Shenoy Nagar,38965,38219,0,496,10950,0,0,50411,0,0,0,0,0,0,1024,382,1406,1064,395,1459,1095,19,77,3,0,3,19,363,484
2,28/07/2022,0213-Anna Nagar East,69936,92797,422,1456,27770,0,0,99584,795,2955,3750,0,3000,3000,2486,949,3435,2495,877,3372,2549,22,164,1,0,5,54,888,1134
2,28/07/2022,0215-Anna Nagar Tower,66093,80600,200,1352,23260,0,0,90905,7610,8920,16530,0,0,0,2148,798,2946,2123,734,2857,2225,26,223,7,0,1,42,747,1046
2,28/07/2022,0217-Thirumangalam,196461,269412,600,5464,85140,0,0,287665,74040,14055,88095,0,1500,1500,6611,2840,9451,6801,2429,9230,6900,68,458,3,0,12,193,2635,3369
2,28/07/2022,0219-Koyambedu,149386,173667,200,2632,65724,0,0,217942,4220,7235,11455,0,12250,12250,4187,2166,6353,3710,1718,5428,3913,45,558,3,0,10,96,2074,2786
2,28/07/2022,0221-Puratchi Thalaivi Dr. J. Jayalalithaa CMBT,41968,124450,0,1496,62240,0,0,105704,0,0,0,0,0,0,1761,2023,3784,2668,2812,5480,2411,24,262,2,0,0,54,1987,2329
2,28/07/2022,0223-Arumbakkam,53311,50365,0,864,20820,0,0,74995,4450,1840,6290,0,8500,8500,1225,736,1961,1285,556,1841,1187,27,5,0,0,7,26,705,770
2,28/07/2022,0225-Vadapalani,96384,185679,1080,3328,78770,0,0,179562,13760,4150,17910,0,2500,2500,3931,2615,6546,3814,2479,6293,4068,35,661,2,0,8,130,2492,3328
2,28/07/2022,0227-Ashok Nagar,75134,113204,748,1784,46360,0,0,124026,4940,5790,10730,0,1500,1500,2582,1527,4109,2707,1184,3891,2606,23,85,1,0,1,61,1470,1641
2,28/07/2022,0229-Ekkattuthangal,77876,113294,680,1496,26400,0,0,106452,1880,2090,3970,0,0,0,3297,923,4220,3361,804,4165,3482,16,234,2,0,7,59,859,1177
2,28/07/2022,0231-Arignar Anna Alandur,146688,166209,100,3032,41840,0,0,191660,4815,9225,14040,0,2750,2750,4703,1369,6072,4008,1437,5445,4648,34,891,4,0,10,106,1260,2305
2,28/07/2022,0233-St. Thomas Mount,63693,84936,750,1784,28920,0,0,95147,760,3635,4395,0,7750,7750,2179,953,3132,2094,806,2900,2152,21,153,0,0,1,65,882,1122
